HabitoPago;Km_Score;Habito;Km_Grupo;Tercero;CargaNacional;VariosVehiculos;Antiguedad;Arpu;Km_Recorridos;NroRevisiones;Uso;Balance;AtencionAlarmas;TiempoActivo;Facturado;OdsUnidad;Grupo;Target
HE;Estable;1;2;0;1;0;0,022727272;0,5854;0,003568904;0;0;0;1;0;0;1;0,251798561;0
HE;km--;1;1;0;1;0;0,073863636;0,4685;0,00355362;0;0;0;1;1;0;1;0;1
HE;km--;1;1;0;1;0;0,079545454;0,2632;0,003526872;0;0;-1;1;0,258;0,933;1;0,179856115;1
H0;km--;0;1;0;1;0;0,022727272;0,4894;0,003523051;0;0;-1;1;0,677;0;1;0,038026721;0
H0;km--;0;1;0;1;0;0,045454545;0,4685;0,003481019;0;0;0;1;0,677;0;1;0,038026721;0
H0;km--;0;1;0;0;1;0,482954545;0,4685;0,003467645;0;0;-1;1;0,645;0;1;0,033915724;0
HE;km+;1;3;0;1;0;0,147727272;0,4685;0,003435166;0;0,051;0;1;0;0;1;0,33299075;0
H0;Nuevo;0;0;0;1;0;0,039772727;0,4685;0,003412239;0;0;0;1;0,322;1;1;0,009249743;1
H0;km+;0;3;0;1;0;0,017045454;0,5854;0,003366386;0;0;0;1;0,225;0;1;0,102774922;0
H0;km++;0;3;0;0;0;0,022727272;0,344;0,003343459;0;0;-1;1;0,225;0;1;0,086330935;0
HC;km--;3;1;0;1;0;0,125;0,4685;0,003331996;0;0,202;-1;1;0;0;1;0,617677286;1
HD;Estable;2;2;0;1;0;0,227272727;0,3509;0,003316712;0;0;0;1;0,225;0,999;1;0,484069886;1
HA;km--;5;1;0;0;0;0,051136363;0,445;0,003289964;0;0,258;-1;1;1;1;1;0;1
HD;km--;2;1;0;1;0;0,375;0,6139;0,003286143;0;0,576;-1;1;0,666;0,133;1;0,435765673;1
HA;Estable;5;2;0;0;0;0,056818181;0,445;0,003270858;0;0,18;-1;1;1;1;1;0;1
H0;km--;0;1;0;0;0;0,051136363;0,422;0,003270858;0;0;-1;1;0,935;0;1;0,016443987;1
H0;km--;0;1;0;0;0;0,02840909;0,4685;0,003225005;0;0,041;-1;1;1;1;1;0;1
HB;km++;4;3;0;1;0;0,09090909;0,3439;0,003110372;0;0,015;-1;1;0;0;1;0,8663926;1
H0;km-;0;1;0;1;0;0,011363636;0,5854;0,003003382;0;0;0;1;1;1;1;0;1
HE;km++;1;3;0;0;0;0,142045454;0,3439;0,002991918;0;0,119;0;1;0,1;0;1;0,302158273;1
HB;km--;4;1;0;1;0;0,380681818;0,6217;0,002984276;0;0,051;-1;1;0,225;1;1;0,789311408;1
HB;km--;4;1;0;0;1;0,710227272;0,3439;0,00296135;0;0;-1;1;0,225;1;1;0,775950668;1
HD;km--;2;1;0;0;1;0,443181818;0,4662;0,002923139;0;0;-1;1;0,258;1;1;0,41315519;1
HB;km+;4;3;0;1;0;0,0625;0,4685;0,002873464;0;0,051;-1;1;0,225;0;1;0,862281603;0
HE;Estable;1;2;0;1;0;0,613636363;0,4685;0,002869643;0;0;-1;1;0,645;0;1;0,265159301;0
HC;km--;3;1;0;1;0;0,164772727;0,3439;0,002831432;0;0,129;0;1;1;1;1;0;1
HE;km--;1;1;0;0;0;0,045454545;0,4685;0,002804685;0;0;-1;1;0;0;1;0,143884892;0
HC;km+;3;3;0;1;0;0,142045454;0,4685;0,002797042;0;0;0;1;0,645;0;1;0,712230215;0
HC;Nuevo;3;0;1;1;0;0,147727272;0,6139;0,002709157;0;0,055;-1;1;0,354;1;1;0,580678314;1
HA;km--;5;1;0;1;0;0,034090909;0,3439;0,00261363;0;0;-1;1;0,258;1;1;0,920863309;0
H0;km-;0;1;0;0;0;0,011363636;0,344;0,002537208;0;0;-1;1;0,322;1;1;0,018499486;1
HD;km--;2;1;0;1;0;0,420454545;0,4685;0,002472249;0;0,057;-1;1;0;0;1;0,431654676;0
HB;km+;4;3;0;1;0;0,323863636;0,3439;0,002472249;0;0;-1;1;0,225;0;1;0,871531346;0
HD;km--;2;1;0;1;0;0,551136363;0,4685;0,002357616;0;0,103;-1;1;0,677;0;1;0,431654676;0
HB;km--;4;1;0;0;0;0,079545454;0,3439;0,002353795;0;0,081;1;1;0,322;1;1;0,761562178;1
HE;km--;1;1;0;1;0;0,431818181;0,1319;0,002346153;0;0;0;1;1;0;1;0;1
H0;km--;0;1;0;0;0;0,301136363;0,3439;0,002323227;0;0;-1;1;0,225;0;1;0,026721479;0
HE;km--;1;1;0;1;0;0,119318181;0,3879;0,002246805;0;0;-1;1;1;0;1;0;1
H0;km+;0;3;0;1;0;0,011363636;0,3439;0,002242984;0;0;-1;1;0,225;1;1;0,104830421;1
H0;km--;0;1;0;0;0;0,011363636;0,3439;0,002220057;0;0;-1;1;1;1;1;0;1
HE;km--;1;1;0;1;0;0,034090909;0,4685;0,002204773;0;0,271;-1;1;1;0;1;0;1
HD;km++;2;3;0;1;0;0,068181818;0,3439;0,002166562;0;0;-1;1;0,266;0;1;0,525179856;1
H0;km--;0;1;0;0;1;0,011363636;0,4685;0,002135993;0;0;1;1;0,322;1;1;0,030832476;1
HC;km--;3;1;0;0;0;0,380681818;0,4685;0,002116887;0;0,02;-1;1;1;1;1;0;1
HD;km-;2;1;0;0;0;0,193181818;0,2962;0,00205575;0;0;0;1;0,677;0;1;0,397738951;0
HB;km--;4;1;0;1;0;0,056818181;0,4685;0,002032823;0;0,025;-1;1;1;1;1;0;1
H0;km--;0;1;0;1;0;0,022727272;0,3439;0,002025181;0;0,099;-1;1;0,645;0;1;0,038026721;0
HB;km--;4;1;0;1;0;0,414772727;0,3439;0,001948759;0;0,04;0;1;0,354;1;1;0,789311408;0
HE;km--;1;1;0;0;0;0,505681818;0,5083;0,001914369;0;0,282;-1;1;1;0;1;0;1
HB;Estable;4;2;0;1;0;0,392045454;0,4685;0,001849411;0;0;-1;1;1;0;1;0;1
HA;km--;5;1;0;1;0;0,09090909;0,3439;0,001826484;0;0,121;-1;1;0,225;0;1;0,921891058;0
HE;km++;1;3;0;1;0;0,068181818;0,3509;0,001815021;0;0;-1;1;0,129;0;1;0,321685508;1
HB;Nuevo;4;0;0;1;0;0,386363636;0,4685;0,001799736;0;0;-1;1;0,322;1;1;0,754367934;1
HA;km--;5;1;0;0;0;0,210227272;0,6012;0,001757704;0;0,415;-1;1;0,322;1;1;0;1
HC;km--;3;1;0;0;0;0,159090909;0,3879;0,001730957;0;0;0;1;0,333;0;1;0,593011305;1
HA;km--;5;1;0;0;0;0,051136363;0,3439;0,001704209;0;0,143;0;1;1;1;1;0;1
H0;Nuevo;0;0;0;0;0;0,1875;0,426;0,001585755;0;0;0;1;0,047;0;1;0,004110996;1
HB;km++;4;3;0;1;0;0,02840909;0,3439;0,001559007;0;0;-1;1;0,225;0;1;0,862281603;0
HC;km++;3;3;0;1;0;0,318181818;0,3439;0,00149787;0;0,044;-1;1;1;0;1;0;1
HD;km--;2;1;0;1;1;0,27840909;0,4062;0,001455838;0;0;-1;1;0;0;1;0,443987667;0
HD;km--;2;1;1;0;0;0,545454545;0,4685;0,00142909;0;0;-1;1;0,258;1;1;0,451181911;0
H0;km--;0;1;0;0;0;0,017045454;0,344;0,001413806;0;0;-1;1;1;0;1;0;1
H0;km+;0;3;0;1;0;0,005681818;0,3439;0,0013947;0;0,257;-1;1;0,354;1;1;0,10585817;1
HE;km++;1;3;0;1;0;0,159090909;0,3439;0,001333563;0;0;-1;1;0;0;1;0,33299075;0
HD;Estable;2;2;0;1;0;0,056818181;0,4685;0,001333563;0;0;-1;1;0,225;0;1;0,471736896;0
HC;km--;3;1;0;1;0;0,0625;0,4685;0,001287709;0;0;-1;1;0,225;0;1;0,610483042;0
H0;km++;0;3;0;1;0;0,011363636;0,3439;0,001283888;0;0,077;-1;1;0,322;1;1;0,104830421;1
HB;Nuevo;4;0;0;0;0;0,079545454;0,3439;0,001276246;0;0,116;-1;1;0,857;0;1;0,739979445;1
HD;Estable;2;2;0;1;0;0,051136363;0,4685;0,001226572;0;0;-1;1;1;0;1;0;1
HC;km--;3;1;0;1;1;0,022727272;0,4216;0,001178808;0;0;-1;1;0,225;1;1;0,628982528;1
HA;km++;5;3;0;1;0;0,397727272;0,4685;0,001157792;0;0;-1;1;0,225;0;1;0,991778006;0
H0;km--;0;1;0;1;0;0,045454545;0,4685;0,001142508;0;0;-1;1;0,322;1;1;0,03905447;1
HE;km+;1;3;0;1;0;0,27840909;0,3509;0,001142508;0;0,344;-1;1;0,258;1;1;0,341212744;1
HB;km++;4;3;0;0;0;0,159090909;0,6129;0,001138687;0;0,069;-1;1;0,645;0;1;0,847893114;0
HC;km--;3;1;0;1;0;0,221590909;0,4685;0,001131044;0;0;-1;1;0;0;1;0,623843782;0
HB;km--;4;1;0;1;0;0,329545454;0,4685;0,001104297;0;0;-1;1;0,225;0;1;0,788283658;0
HA;km--;5;1;0;0;0;0,176136363;0,4685;0,001058444;0;0,014;-1;1;0,322;1;1;0,910585817;1
H0;km--;0;1;0;1;0;0,045454545;0,3439;0,00104698;0;0;-1;1;0,645;0;1;0,038026721;0
HC;km--;3;1;1;1;0;0,573863636;0,3439;0,001043159;0;0;-1;1;0,225;0;1;0,634121274;0
H0;km--;0;1;0;1;0;0,09090909;0,3439;0,001016412;0;0;0;1;0,677;0;1;0,045220966;0
HC;km+;3;3;0;1;0;0,039772727;0,3439;0,001012591;0;0,065;0;1;0;0;1;0,702980472;0
HE;km++;1;3;0;1;0;0,323863636;0,4685;0,000997306;0;0;-1;1;1;1;1;0;1
HA;km++;5;3;0;1;1;0,318181818;0,468;0,000968648;0;0,025;0;1;0,677;0;1;0,99897225;0
HC;km--;3;1;0;0;0;0,102272727;0,4685;0,000962916;0;0;0;1;0,354;1;1;0,588900308;1
HB;km--;4;1;0;0;0;0,045454545;0,3439;0,000917063;0;0,375;-1;1;0,258;1;1;0,75950668;1
H0;Nuevo;0;0;0;1;0;0,039772727;0,4685;0,000913242;0;0;0;1;0,677;0;1;0,008221993;0
HA;km--;5;1;0;1;0;0,056818181;0,4454;0,000897958;0;0;-1;1;1;0;1;0;1
HD;km--;2;1;0;1;0;0,147727272;0,3439;0,000890315;0;0;-1;1;0,322;1;1;0,428571428;0
H0;km--;0;1;0;0;0;0,136363636;0,4685;0,00087121;0;0;0;1;0,322;1;1;0,022610483;1
HA;km+;5;3;0;0;0;0,164772727;0,4685;0,000863568;0;0;-1;1;0;0;1;0,971223021;1
H0;km--;0;1;0;1;0;0,011363636;0,4685;0,000859747;0;0,026;-1;1;0,322;1;1;0,03905447;1
HD;km--;2;1;0;1;0;0,073863636;0,4685;0,000790967;0;0,025;-1;1;0;0;1;0,423432682;0
HD;km--;2;1;0;1;0;0,056818181;0,3439;0,000775683;0;0,051;-1;1;0,161;1;1;0,419321685;0
HA;km--;5;1;0;1;0;0,022727272;0,3439;0,000771861;0;0;-1;1;0;0;1;0,91983556;0
HC;km--;3;1;0;0;0;0,096590909;0,3439;0,00076804;0;0,065;-1;1;1;1;1;0;1
HC;km--;3;1;0;1;0;0,02840909;0,3439;0,000764219;0;0;0;1;1;1;1;0;1
HD;km--;2;1;0;0;0;0,732954545;0,4894;0,000752756;0;0,051;-1;1;0,322;1;1;0,403905447;1
HE;km++;1;3;0;1;0;0,3125;0,3439;0,000741293;0;0;0;1;0,258;1;1;0,339157245;0
HE;km--;1;1;0;1;0;0,113636363;0,2644;0,000729829;0;0;0;1;0,258;1;1;0,180883864;0
HC;km--;3;1;0;1;0;0,335227272;0,3439;0,000726008;0;0,215;-1;1;0,258;1;1;0,626927029;1
HA;km--;5;1;0;0;0;0,761363636;0,4685;0,000699261;0;0,237;-1;1;1;1;1;0;1
H0;km--;0;1;0;1;0;0,045454545;0,3439;0,000676334;0;0;-1;1;0,677;0;1;0,038026721;0
HC;km++;3;3;0;1;0;0,431818181;0,7228;0,000649586;0;0;-1;1;0,677;0;1;0,716341212;0
HC;km--;3;1;0;0;0;0,295454545;0,3879;0,000645765;0;0;-1;1;0,354;1;1;0,598150051;1
HE;km++;1;3;0;0;0;0,056818181;0,4685;0,000641944;0;0;-1;1;1;1;1;0;1
HB;km--;4;1;0;1;0;0,034090909;0,3439;0,000576986;0;0;-1;1;0;0;1;0,776978417;0
HB;Estable;4;2;0;1;1;0,267045454;0,3876;0,000570617;0;0,152;-1;1;0,677;1;1;0,840698869;1
HC;km++;3;3;0;1;0;0,034090909;0,3439;0,000546417;0;0,051;0;1;0;0;1;0,702980472;0
H0;km++;0;3;0;1;0;0,045454545;0,3439;0,000534953;0;0;1;1;0,677;0;1;0,102774922;0
HC;km--;3;1;0;0;0;0,02840909;0,3439;0,000500564;0;0;-1;1;1;1;1;0;1
HA;km--;5;1;0;1;0;0,02840909;0,3439;0,000500564;0;0;-1;1;0;0;1;0,91983556;0
HE;km++;1;3;0;0;0;0,107954545;0,3439;0,000496743;0;0;0;1;0;0;1;0,297019527;0
HB;km--;4;1;0;1;0;0,022727272;0,3439;0,0004891;0;0,223;-1;1;1;0;1;0;1
HE;km--;1;1;0;1;1;0,181818181;0,3002;0,000481458;0;0,095;-1;1;0,258;1;1;0,205549845;1
H0;Estable;0;2;0;0;0;0,011363636;0,4685;0,000469995;0;0;-1;1;0,322;1;1;0,060637204;1
H0;km--;0;1;0;1;1;0,21590909;0,4685;0,000466174;0;0;-1;1;0,322;1;1;0;1
HC;Nuevo;3;0;0;0;0;0,204545454;0,3439;0,000462353;0;0,04;0;1;1;1;1;0;1
HA;km++;5;3;0;1;0;0,051136363;0,3439;0,00045471;0;0;-1;1;0,258;1;1;0,982528263;1
HB;km++;4;3;0;0;0;0,255681818;0,4041;0,000443247;0;0,131;0;1;0,225;1;1;0,85303186;0
H0;km++;0;3;0;1;0;0,386363636;0,4685;0,000389752;0;0,025;-1;1;0,322;1;1;0,114080164;1
H0;km--;0;1;0;1;0;0,022727272;0,6139;0,00038211;0;0;-1;1;0,645;0;1;0,038026721;0
HC;km--;3;1;0;0;0;0,386363636;0,4685;0,000355362;0;0;-1;1;1;1;1;0;1
HE;km--;1;1;0;1;1;0,107954545;0,5412;0,00031524;0;0;-1;1;0,225;1;1;0,201438848;1
HE;km--;1;1;0;1;0;0,15340909;0,3439;0,000309509;0;0;-1;1;0;0;1;0,184994861;0
H0;km--;0;1;0;0;0;0,295454545;0,4685;0,000282761;0;0,025;0;1;0,322;1;1;0,027749229;1
HD;km--;2;1;0;1;0;0,119318181;0,4685;0,00027894;0;0,173;-1;1;1;1;1;0;1
HA;km--;5;1;0;0;0;0,056818181;0,3439;0,00027894;0;0;0;1;0,225;0;1;0,903391572;0
HC;km++;3;3;0;1;0;0,045454545;0,3439;0,000263656;0;0;0;1;0;0;1;0,702980472;0
HD;km--;2;1;0;0;1;0,1875;0,3052;0,000261745;0;0,131;-1;1;0,354;1;1;0,410071942;1
HA;Nuevo;5;0;0;0;0;0,261363636;0,4487;0,000259835;0;0,014;0;1;1;0;1;0;1
HC;km--;3;1;0;1;0;0,051136363;0,4685;0,000259835;0;0;-1;1;0;0;1;0,610483042;0
H0;km--;0;1;0;0;0;0,022727272;0,3439;0,000259835;0;0,026;-1;1;0;0;1;0,016443987;0
HB;km--;4;1;0;0;0;0,272727272;0,4894;0,000256013;0;0,133;-1;1;0,258;1;1;0,765673175;1
HE;km--;1;1;0;1;0;0,073863636;0,3439;0,000252192;0;0,384;-1;1;1;0;1;0;1
HD;km++;2;3;0;0;0;0,27840909;0,3753;0,000240729;0;0;0;1;0;0;1;0,511819116;0
HA;km++;5;3;0;1;0;0,056818181;0,4685;0,000233087;0;0;-1;1;0;0;1;0,980472764;0
HC;km++;3;3;0;1;0;0,056818181;0,3439;0,000221624;0;0,065;-1;1;0,161;1;1;0,704008221;0
H0;km--;0;1;0;0;0;0,017045454;0,4685;0,000217802;0;0;-1;1;1;0;1;0;1
HE;km++;1;3;0;0;0;0,09090909;0,1319;0,000213981;0;0;-1;1;0;0;1;0,297019527;0
H0;km--;0;1;0;1;0;0,011363636;0,4894;0,000202518;0;0,135;-1;1;0,322;1;1;0,03905447;1
HE;km++;1;3;0;0;0;0,272727272;0,4685;0,000198697;0;0,173;-1;1;1;0;1;0;1
HB;km+;4;3;0;1;0;0,02840909;0,3439;0,000194876;0;0;0;1;0;0;1;0,862281603;0
HB;km++;4;3;0;0;0;0,02840909;0,3439;0,000179592;0;0,269;-1;1;0,354;1;1;0,844809866;0
HC;km--;3;1;0;1;0;0,142045454;0,3439;0,000156665;0;0,051;-1;1;1;0;1;0;1
HA;km++;5;3;0;1;0;0,221590909;0,1319;0,000149023;0;0;-1;1;0,967;1;1;0,993833504;1
H0;km++;0;3;0;0;0;0,289772727;0,3439;0,000145202;0;0;-1;1;0,322;1;1;0,095580678;1
HE;km--;1;1;0;0;0;0,125;0,4685;0,000137559;0;0;0;1;0;0;1;0,147995889;0
HA;km++;5;3;0;0;0;0,022727272;0,3439;0,000137559;0;0;-1;1;0;0;1;0,964028776;1
HE;km++;1;3;0;0;0;0,136363636;0,4685;0,000129917;0;0,026;-1;1;0,225;0;1;0,297019527;0
H0;km--;0;1;0;1;0;0,017045454;0,4595;0,000129917;0;0;0;1;0,645;0;1;0,038026721;0
H0;km--;0;1;0;1;0;0,039772727;0,3439;0,000122275;0;0;0;1;0,645;0;1;0,038026721;0
HA;km++;5;3;0;1;0;0,318181818;0,4685;0,000110812;0;0;-1;1;0;0;1;0,991778006;0
HA;km--;5;1;0;0;0;0,25;0,4041;0,000110812;0;0,105;0;1;1;1;1;0;1
HB;km--;4;1;0;1;0;0,02840909;0,6139;0,00010317;0;0,025;-1;1;0;0;1;0,776978417;0
HA;km+;5;3;0;1;0;0,0625;0,6139;9,93485E-05;0;0;0;1;0,677;0;1;0,980472764;0
H0;km+;0;3;0;1;0;0,022727272;0,3439;9,93485E-05;0;0;0;1;0,645;0;1;0,102774922;0
HD;km--;2;1;0;0;1;0,488636363;0,4685;8,21536E-05;0;0;-1;1;0;0;1;0,41212744;0
HA;km--;5;1;0;1;0;0,02840909;0,1319;8,0243E-05;0;0,025;-1;1;1;0;1;0;1
H0;km--;0;1;0;1;0;0,022727272;0,3439;7,26008E-05;0;0;0;1;0,677;0;1;0,038026721;0
HD;km--;2;1;0;1;0;0,085227272;0,3439;6,87797E-05;0;0;-1;1;0;0;1;0,423432682;0
HB;km++;4;3;0;0;0;0,107954545;0,3439;5,73164E-05;0;0;-1;1;0;0;1;0,845837615;0
HE;Nuevo;1;0;0;0;0;0,085227272;0,1319;5,34953E-05;0;0;-1;1;0,225;1;1;0,123329907;0
HE;Nuevo;1;0;0;1;0;0,017045454;0,1319;4,96743E-05;0;0;0;1;1;1;1;0;1
HA;km+;5;3;0;0;0;0,772727272;0,4685;4,58532E-05;0;0,051;-1;1;0;0;1;0,974306269;0
H0;km++;0;3;0;0;0;0,022727272;0,3439;4,58532E-05;0;0;-1;1;0;0;1;0,086330935;0
HA;km--;5;1;0;0;0;0,210227272;0,3439;3,8211E-05;0;0,077;0;1;0,225;1;1;0,912641315;1
HA;km--;5;1;0;0;0;0,767045454;0,4685;3,43899E-05;0;0;-1;1;0,225;0;1;0,911613566;1
HA;km--;5;1;0;0;0;0,09090909;0,3439;3,05688E-05;0;0,066;-1;1;0,322;1;1;0,90647482;1
HD;Nuevo;2;0;0;1;0;0,079545454;0,4685;3,05688E-05;0;0,025;0;1;0;0;1;0,382322713;0
HB;Nuevo;4;0;0;1;0;0,1875;0,3439;2,67477E-05;0;0;-1;1;0,225;0;1;0,751284686;0
HD;Nuevo;2;0;0;0;0;0,130681818;0,3439;1,91055E-05;0;0;-1;1;0,225;0;1;0,375128468;0
HC;km--;3;1;0;0;0;0,102272727;0,4685;1,91055E-05;0;0,401;0;1;0,258;1;1;0,591983556;0
H0;km--;0;1;0;1;0;0,017045454;0,4685;1,52844E-05;0;0;-1;1;1;0;1;0;1
HA;km--;5;1;0;0;0;0,017045454;0,3439;1,52844E-05;0;0;-1;1;0;0;1;0,903391572;1
HE;km--;1;1;0;0;0;0,142045454;0,3439;1,14633E-05;0;0;-1;1;0;0;1;0,153134635;0
HA;km--;5;1;0;0;0;0,085227272;0,4685;1,14633E-05;0;0;-1;1;1;1;1;0;1
HB;km--;4;1;0;0;0;0,022727272;0,3439;1,14633E-05;0;0,303;-1;1;1;1;1;0;1
HD;km--;2;1;0;0;0;0,142045454;0,4685;1,14633E-05;0;0,051;-1;1;0;0;1;0,397738951;1
HA;km--;5;1;0;1;1;0,107954545;0,4894;9,55274E-06;0;0,173;0;1;0,322;1;1;0;1
HB;km--;4;1;0;0;0;0,102272727;0,3439;7,64219E-06;0;0;-1;1;0,225;0;1;0,760534429;0
H0;km++;0;3;0;1;0;0,073863636;0,3439;7,64219E-06;0;0;-1;1;0,677;0;1;0,107913669;0
HB;km--;4;1;0;1;1;0,221590909;0,4685;6,36849E-06;0;0;-1;1;1;0;1;0;1
HA;Nuevo;5;0;1;1;0;0,505681818;0,4685;3,8211E-06;0;0;-1;1;0;0;1;0,901336073;1
HA;km--;5;1;0;1;0;0,392045454;0,4685;3,8211E-06;0;0;-1;1;1;0;1;0;1
HD;Nuevo;2;0;0;0;0;0,357954545;0,4639;3,8211E-06;0;0;-1;1;1;0;1;0;1
HA;Nuevo;5;0;0;1;0;0,3125;0,4685;3,8211E-06;0;0;-1;1;0,225;0;1;0,899280575;1
HE;Nuevo;1;0;0;0;0;0,170454545;0,3439;3,8211E-06;0;0;-1;1;0,258;1;1;0,125385405;1
HE;km--;1;1;0;0;0;0,130681818;0,4685;3,8211E-06;0;0;-1;1;0;0;1;0,147995889;0
HC;km--;3;1;0;0;1;0,142045454;0,4039;3,8211E-06;0;0;-1;1;0,258;1;1;0,607399794;1
H0;Nuevo;0;0;0;0;0;0,034090909;0,3439;3,8211E-06;0;0;-1;1;0,677;0;1;0,001027749;0
H0;km--;0;1;0;1;0;0,022727272;0,3439;3,8211E-06;0;0;-1;1;0,677;0;1;0,038026721;0
HB;km--;4;1;0;1;0;0,022727272;0,4685;3,8211E-06;0;0;-1;1;1;1;1;0;1
H0;km--;0;1;0;1;0;0,011363636;0,4685;3,8211E-06;0;0;0;1;0;0;1;0,038026721;0
H0;km--;0;1;0;1;1;0,017045454;0,3439;1,91055E-06;0;0,098;0;1;0,225;1;1;0,055498458;1
H0;Sin Clasificar;0;0;0;1;0;0,602272727;0,3879;0;0;0;-1;1;1;1;1;0;1
H0;Sin Clasificar;0;0;0;1;0;0,607954545;0,3879;0;0;0;-1;1;0,3;1;1;0,014388489;1
H0;Sin Clasificar;0;0;0;1;0;0,613636363;0,3879;0;0;0;-1;1;0;0;1;0,013360739;1
HE;Estable;1;2;1;0;0;1;0,6538;0;0;0;-1;1;0;0;1;0,286742034;1
HB;Estable;4;2;0;1;0;0,664772727;0,4685;0;0;0,136;-1;1;0,258;1;1;0,832476875;0
HE;Estable;1;2;1;0;0;0,875;0,3439;0;0;0,014;-1;1;1;1;1;0;1
HE;Estable;1;2;1;0;0;0,869318181;0,3439;0;0;0,198;-1;1;1;0;1;0;1
HD;Sin Clasificar;2;0;0;0;0;0,829545454;0,3439;0;0;0;0;1;0;0;1;0,378211716;0
HE;Sin Clasificar;1;0;1;0;1;0,994318181;0,4062;0;0;0,025;-1;1;0,225;0;1;0,141829393;1
HC;Sin Clasificar;3;0;1;0;0;0,971590909;0,5023;0;0;0;-1;1;0,354;1;1;0,579650565;1
HE;Sin Clasificar;1;0;0;0;0;0,732954545;0,3439;0;0;0;-1;1;0;0;1;0,126413155;0
H0;Sin Clasificar;0;0;0;0;0;0,71590909;0,3439;0;0;0,334;-1;1;1;1;1;0;1
HE;Sin Clasificar;1;0;0;0;0;0,721590909;0,3439;0;0;0,025;-1;1;1;1;1;0;1
HE;Sin Clasificar;1;0;0;0;0;0,727272727;0,3439;0;0;0;-1;1;0,225;0;1;0,126413155;0
HC;Estable;3;2;0;1;0;0,6875;0,4685;0;0;0,051;-1;1;0;0;1;0,668036998;0
HC;Sin Clasificar;3;0;0;1;0;0,693181818;0,1319;0;0;0,056;-1;1;0;0;1;0,574511819;0
HD;Sin Clasificar;2;0;0;1;0;0,6875;0,2979;0;0;0;-1;1;0,161;1;1;0,387461459;0
HD;Estable;2;2;0;0;0;0,75;0,3439;0;0;0;-1;1;0,354;1;1;0,463514902;1
H0;Sin Clasificar;0;0;1;1;0;0,90340909;0,6012;0;0;0;-1;1;0,677;0;1;0,015416238;0
HB;Sin Clasificar;4;0;0;1;0;0,6875;0,4589;0;0;0;0;1;0,258;1;1;0,754367934;1
HE;Sin Clasificar;1;0;0;0;0;0,960227272;0,3439;0;0;0,07;-1;1;0,533;0;1;0,126413155;1
HD;Sin Clasificar;2;0;0;0;0;0,971590909;0,3439;0;0;0;-1;1;0,258;1;1;0,379239465;1
HD;Sin Clasificar;2;0;0;1;0;0,59090909;0,6762;0;0;0;-1;1;0;0;1;0,38643371;0
HD;Sin Clasificar;2;0;0;1;0;0,585227272;0,6762;0;0;0,04;-1;1;0,354;1;1;0,387461459;0
HD;Sin Clasificar;2;0;0;0;0;0,573863636;0,6217;0;0;0,069;-1;1;0;0;1;0,378211716;1
H0;Sin Clasificar;0;0;0;1;0;0,556818181;0,3439;0;0;0;0;1;0,225;0;1;0,013360739;0
HC;Sin Clasificar;3;0;0;0;0;0,52840909;0,4685;0;0;0;-1;1;0,677;0;1;0,563206577;0
HC;Sin Clasificar;3;0;0;1;1;0,522727272;0,4062;0;0;0;-1;1;0,677;0;1;0,578622816;0
HA;Sin Clasificar;5;0;1;1;0;0,534090909;0,5118;0;0;0,225;0;1;0,258;1;1;0,902363823;0
HC;Sin Clasificar;3;0;1;1;0;0,5;0,4685;0;0;0;-1;1;0,645;0;1;0,581706063;1
HE;Sin Clasificar;1;0;0;1;0;0,477272727;0,373;0;0;0;-1;1;0,225;0;1;0,137718396;0
HD;Sin Clasificar;2;0;0;1;0;0,471590909;0,373;0;0;0;-1;1;1;0;1;0;1
H0;Estable;0;2;0;0;0;0,460227272;0,3052;0;0;0,073;-1;1;0,322;1;1;0,06577595;1
HA;Sin Clasificar;5;0;0;0;0;0,460227272;0,468;0;0;0,051;0;1;0,677;0;1;0,889003083;0
HE;Sin Clasificar;1;0;0;1;0;0,471590909;0,4685;0;0;0,127;-1;1;0,258;1;1;0,139773895;1
HA;Sin Clasificar;5;0;1;1;0;0,454545454;0,4685;0;0;0;1;1;0,677;0;1;0,901336073;0
HA;Sin Clasificar;5;0;0;1;0;0,4375;0,5396;0;0;0;-1;1;0,645;0;1;0,899280575;0
HD;Sin Clasificar;2;0;0;1;0;0,443181818;0,5396;0;0;0;-1;1;0;0;1;0,38643371;0
HE;Estable;1;2;0;0;0;0,414772727;0,4467;0;0;0,082;-1;1;0,741;0;1;0,23946557;1
H0;Sin Clasificar;0;0;0;0;0;0,397727272;0,5094;0;0;0,03;-1;1;1;0;1;0;1
H0;Sin Clasificar;0;0;0;0;0;0,40340909;0,3753;0;0;0;-1;1;0,225;1;1;0,006166495;0
HE;Sin Clasificar;1;0;0;0;0;0,397727272;0,6217;0;0;0;-1;1;0,451;0,999;1;0,127440904;1
HB;Estable;4;2;0;1;0;0,397727272;0,4685;0;0;0;-1;1;0,225;0;1;0,831449126;0
HB;Sin Clasificar;4;0;0;1;0;0,397727272;0,4685;0;0;0,296;-1;1;0,258;1;1;0,755395683;1
HA;Sin Clasificar;5;0;0;1;0;0,380681818;0,2808;0;0;0;0;1;0,677;0;1;0,899280575;0
HD;Sin Clasificar;2;0;0;1;0;0,363636363;0,6217;0;0;0,102;-1;1;0,354;1;1;0,387461459;1
HD;Sin Clasificar;2;0;0;0;0;0,363636363;0,4639;0;0;0;-1;1;0,225;0;1;0,378211716;0
